nombre;categoria;direccion;ciudad;cp;telefono;web;rating;reviews;lat;lng
Tropical Manises;Tienda de animales;Carrer Sant Antoni, 115;Valencia;;961 29 88 88;https://www.tropicalmanises.com/;4.8;0;;
Tu Pet, Estilismo de Mascotas, Peluquería Canina, Dog Grooming Salon.;Peluquero de mascotas;Carrer de les Brigades Internacionals, 2;Valencia;;633 75 10 72;;4.8;0;;
El Perro Andaluz;Veterinario;Calle Gral. Ibáñez, 49;29013 Málaga;;952 26 66 53;http://www.qdqinfo.es/MP/perro-andaluz/;4.8;0;;
NaturZoo |1| 🐶 ||💈Peluquería Canina || Tienda mascotas y Alimentación Natural-Barf||🛍🥩;Peluquero de mascotas;Avenida Cañito Bazán, N2 Bis;14011 Córdoba;;957 41 89 46;http://www.tiendanaturzoo.com/;4.8;0;;
Dog Estilistas Caninos;Peluquero de mascotas;C/ de l'Almirall Cadarso, 21;Valencia;;670 97 24 41;http://www.dogestilistascaninosvalencia.com/;4.8;0;;
Criadero Labrador Retiever - Lomo Ancho;Guardería canina;Carretera Medina de Rio Seco - Toro, Km 10;Valladolid;;625 79 37 53;http://www.lomoancho.es/;4.8;0;;
Avilandia;Tienda de animales;Av. Alcalde Gregorio Espino, 41;Pontevedra;;986 27 55 64;;4.8;0;;
Educación Canina Madrid;Adiestrador canino;;;;656 30 75 69;http://www.educacioncaninamadrid.es/;4.8;0;;
Fox Feed;Tienda de productos para mascotas;17028 Sierra Hwy;Estados Unidos;;+1 661-252-9790;https://foxfeed.com/;4.8;0;;
El Club de Nana;Veterinario;Av. Andrés Quintana Roo 2061;México;;+52 664 622 5211;;4.8;0;;
LOBITOS&CO;Tienda de productos para mascotas;C. de Luchana, 28;28010 Madrid;;912 92 15 15;http://www.lobitosco.com/;4.8;0;;
Perro Pensante;Adiestrador canino;46600 Alzira;Valencia;;647 62 52 52;https://perro-pensante.ueniweb.com/;4.8;0;;
Adiestramiento Canino Málaga - Lycan;Adiestrador canino;;;;665 95 92 01;https://www.lycanadiestramientocanino.es/;4.8;0;;
Can Planet Hotel-Residència Canina & Felina;Guardería canina;Baixa, nº 19;Girona;;638 07 44 68;http://www.canplanet.com/;4.8;0;;
SCHOOL4DOGS;Guardería canina;9RVC+8G3;Sevilla;;626 10 99 11;https://www.school4dogs.es/;4.8;0;;
Caballitos;Peluquero de mascotas;C/ Gral. Espartero, 24, 26;Alicante;;965 24 38 56;https://es-es.facebook.com/peluqueriacaballitosalicante.garvi;4.8;0;;
Adiestramiento canino en Mallorca | Perros de la Isla | Clases a domicilio;Adiestrador canino;;;;622 92 21 73;https://perrosdelaisla.es/;4.8;0;;
El Món del Gos - Girona;Peluquero de mascotas;Avinguda de Lluís Pericot, 72;17003 Girona;;972 41 36 76;https://www.elmondelgos.academy/;4.8;0;;
Parque canino;Parque para perros;Vicálvaro;28032 Madrid;;;;4.8;0;;
Centro Veterinario Vistahermosa;Veterinario;Avinguda de Dénia, 140, Loc 13/15;03016 Alicante;;965 15 93 73;;4.8;0;;
Caruma Dog School;Guardería canina;Carrer de Ramón y Cajal, 13;08012 Barcelona;;614 06 91 05;;4.8;0;;
Cañón de Fernández;Parque;97F3+XF;México;;;;4.8;0;;
Falco;Veterinario;C. Antonio Maura, 25;03013 Alicante;;965 14 10 98;;4.8;0;;
Suites La Posada de Pilar;Hotel;C. Moriscos, 3;14001 Córdoba;;957 39 44 44;http://suiteslaposadadepilar.com/;4.8;0;;
Pour La Pooch;Guardería canina;7617 Beverly Blvd;Estados Unidos;;+1 323-934-0940;http://pourlapooch.com/;4.8;0;;
Emiliano Entrenador Canino;Adiestrador canino;;;;+52 222 464 6433;https://m.facebook.com/emilianohegnerdogtrainer/;4.8;0;;
Adicania;Adiestrador canino;Carretera Benagalbón-moclinejo km0.5;Málaga;;696 81 42 58;;4.8;0;;
Sitplas Adiestramiento canino;Adiestrador canino;Parque deportivo ebro;50011 Zaragoza;;665 82 61 38;http://sitplas.com/;4.8;0;;
Pequelusas;Tienda de productos para mascotas;Carrer Tomàs Luis de Victòria, 1, local2;Illes Balears;;871 95 66 42;;4.8;0;;
peluchos;Peluquero de mascotas;Pl. el Gallo, 98;41007 Sevilla;;626 54 46 84;https://www.facebook.com/PeluchosPeluchos1;4.8;0;;
Longwood Veterinary Clinic;Veterinario;1080 W State Rd 434;Estados Unidos;;+1 407-834-2526;https://longwoodvet.com/;4.8;0;;
EL MEU AMIC;Peluquero de mascotas;Botiga 1;08020 Barcelona;;647 59 55 21;;4.8;0;;
Ngorong-Ngorong;Guardería canina;Partida Vallongas, 35;Alicante;;607 82 36 38;http://www.ngorong-ngorong.es/;4.8;0;;
Adiestrar Perros;Adiestrador canino;Carrer Java, 3;Barcelona;;634 27 25 29;https://adiestrar-perros.com/;4.8;0;;
PerruDog;Peluquero de mascotas;Carrer de Biscaia, 372;08027 Barcelona;;677 42 93 72;https://m.facebook.com/profile.php?id=933700570026466;4.8;0;;
Residencia Canina Reina;Guardería canina;Carrer del;Alicante;;635 23 96 66;;4.8;0;;
Peluquería Canina La Mansión de Leo;Peluquero de mascotas;Av. Fco. de Goya, 15;50006 Zaragoza;;670 46 13 01;http://www.lamansiondeleo.es/;4.8;0;;
Clinica Veterinaria Santa Olalla;Veterinario;Calle de la Cruz del Sur, 55;03006 Alicante;;965 10 32 68;http://clinicaveterinariasantaolalla.com/;4.8;0;;
Can Ignasi - Residencia canina particular sin jaulas no masificada. Tu perro como en casa 🐶❤️ Cuidador perros Barcelona;Guardería canina;Carrer Verge dels Dolors, 10, PB 2;Barcelona;;646 40 86 42;https://canignasi.net/?utm_source=google&utm_medium=organic&utm_campaign=google_maps;4.8;0;;
Peluquería Canina Movican;Peluquero de mascotas;Calle de Concepción Saiz de Otero;50018 Zaragoza;;711 24 81 87;;4.8;0;;
Clínica Veterinaria Nuevo Ensanche;Veterinario;Juan de Garay Kalea, 55;Bizkaia;;944 43 27 02;https://www.unavets.com/ensanche/es/;4.8;0;;
Parque de El Retiro;Parque;Retiro;28009 Madrid;;;https://www.esmadrid.com/informacion-turistica/parque-del-retiro;4.8;0;;
Peluqueria canina wapos;Tienda de animales;Av. San Fernando, 23;Balearic Islands;;971 04 87 33;;4.8;0;;
Galgos Catalunya;Servicio de adopción de mascotas;;;;617 28 25 11;https://galgoscatalunya.es/;4.8;0;;
Semilleria la Salle;Tienda de animales;Av. San Juan de la Salle, 69;41008 Sevilla;;633 76 43 46;https://ornitologiadanburzal.es/;4.8;0;;
PELUQUERIA CANINA NERO;Peluquero de mascotas;C. Juan Ramón Jiménez, 87, Bajo 2A;Valencia;;674 97 49 85;;4.8;0;;
VETCON Veterinario Animales Exóticos;Veterinario;Calle de Colomer, 18;28028 Madrid;;911 19 31 03;https://www.vetcon.es/;4.8;0;;
Patricia García peluquería canina;Peluquero de mascotas;C. de Finisterre, 9;28029 Madrid;;670 31 01 57;;4.8;0;;
Almike Grooming (Szenia);Peluquero de mascotas;Areiltza Doktorearen Zumarkalea, 47;Bizkaia;;944 10 56 97;https://almikegrooming.es/;4.8;0;;
Victoria Canina;Peluquero de mascotas;C. Manrique, 29;29013 Málaga;;654 54 46 99;;4.8;0;;
Miscota;Tienda de productos para mascotas;Av. de la Plata, 87;Valencia;;963 37 44 87;http://www.miscota.es/;4.8;0;;
Veterinaria Kanton;Veterinario;Calle Zaragoza, #64, Esquina con, M. Morelos;México;;+52 861 106 9544;https://infoveterinarias.com.mx/ciudad-de-mexico/;4.8;0;;
CLÍNICA VETERINARIA BAÑOS DEL CARMEN;Veterinario;C/ Bolivia, 41;29017 Málaga;;648 58 63 12;https://veterinariobanosdelcarmen.es/;4.8;0;;
Alejandra Jiménez Peluquería Canina;Peluquero de mascotas;Av. de Emilio Lemos, 42;41020 Sevilla;;618 00 99 25;;4.8;0;;
Mascoterra La Paz | Tienda para animales en Málaga;Tienda de productos para mascotas;Pl. Mozart, Portal 3, Local 12;29004 Málaga;;951 09 81 65;https://www.mascoterra.es/;4.8;0;;
Clínica veterinaria Garellano;Veterinario;Pérez Galdós K., 52;Bizkaia;;944 74 21 88;https://garellanoveterinaria.com/;4.8;0;;
EDUCACION CANINA DRACAN;Adiestrador canino;;;;620 44 22 75;http://www.dracangirona.com/;4.8;0;;
GOS PELUQUERIA CANINA;Peluquero de mascotas;Av. Reino de Murcia, 46;Murcia;;644 96 57 85;http://gospeluqueriacanina.com/;4.8;0;;
CENTRO CANINO VILA-CAN;Cuidador de mascotas;C. del Cid, 17;Valencia;;675 61 26 66;;4.8;0;;
SHIKOBA-pets;Tienda de animales;C. Zaragoza 500;México;;+52 899 549 6896;https://www.facebook.com/profile.php?id=100094889417218;4.8;0;;
Cacho Perro Peluquería Canina;;C. de la Virgen del Socorro, 67;03002 Alicante;;620 39 85 49;;4.8;0;;
Luxury Puppies Kennel Benidorm 604370339;Criador canino;Carretera Nacional, Km 332;Alicante;;604 37 03 39;https://luxurypuppieskennel-benidorm.com/;4.8;0;;
el Edén de Adán y eva;Club social;blanca y gris;41009 Sevilla;;;https://instagram.com/_eleden_csc?igshid=YmMyMTA2M2Y=;4.8;0;;
Kverd | Mascotas Felices;Tienda de animales;Carrer d'Eusebi Estada, 82;Illes Balears;;871 57 44 45;http://www.kverd.com/;4.8;0;;
DogVall;Adiestrador canino;Sector 14 el Bosque;Valladolid;;691 40 05 91;http://www.dogvall.com/;4.8;0;;
Día de Perros - Peluquería canina en Madrid;Peluquero de mascotas;C. de Altamirano, 27;28008 Madrid;;915 47 11 40;http://diadeperros.com/;4.8;0;;
Sa Caseta Guardería Canina - Sin jaulas;Guardería canina;Camí de Sa Caiassa, s/n;Balearic Islands;;611 12 98 72;;4.8;0;;
Clínica Veterinaria Teatinos;Veterinario;C. Franz Kafka, 7;29010 Málaga;;952 64 15 51;http://www.clinicaveterinariateatinos.com/;4.8;0;;
Centro Veterinario Ordosgoiti;Veterinario;Plaza General Latorre 5;Biscay;;944 27 50 24;;4.8;0;;
Dogterra;Guardería canina;Carrer de Calàbria, 85;08015 Barcelona;;614 18 27 25;http://dogterra.es/;4.8;0;;
Patas Arriba Peluquería y Guardería Canina;Peluquero de mascotas;C. de Santander, 7;Valencia;;615 65 11 87;https://www.somospatasarriba.es/;4.8;0;;
La tienda del animal de compañía (José Chaparro S.L.);Tienda de productos para mascotas;C. Fray Isidoro de Sevilla, 26;41009 Sevilla;;954 37 10 15;;4.8;0;;
Adiestracaninos.es | Rehabilitación, Educación y Adiestramiento Canino en Sevilla;Adiestrador canino;Dr. Jesús Vida, 10, 2º;41001 Sevilla;;620 42 02 54;http://www.adiestracaninos.es/;4.8;0;;
Tijeras Caninas;Peluquero de mascotas;C. Villafuerte, 3;29017 Málaga;;744 65 49 48;;4.8;0;;
Líbere Málaga Plaza del Siglo;Hotel;C. Correo Viejo, 13;29015 Málaga;;951 12 54 93;https://www.staylibere.com/share/LMPS-gmb-asset-page?utm_source=gmb_listing&utm_medium=organic;4.8;0;;
Kompy mascotas;Comercio;Avenida Fuente de la salud, 25;14006 Córdoba;;957 39 08 99;;4.8;0;;
Amanecer Clínica Veterinaria;Veterinario;Carrer San Francisco de Sales, 74;Illes Balears;;971 75 93 72;http://veterinariomallorca.es/;4.8;0;;
El Parque - Cementerio y crematorio de animales de compañía de Málaga;Cementerio;Ctra. Colonia de Sta. Inés – Campanillas, Km. 5;29590 Málaga;;952 62 41 04;http://www.elparque.es/;4.8;0;;
Aragó;Cuidados veterinarios;Carrer del Cirerer, 2;Balearic Isles;;971 47 97 37;;4.8;0;;
Hotel 19-30 Valencia;Hotel;C/ del Convent de Jerusalem, 30;Valencia;;677 83 37 77;http://www.hotel1930valencia.com/;4.8;0;;
Tienda Anima-les;Tienda de animales;Pl. Gutiérrez Semprún, 5;47012 Valladolid;;635 09 98 93;;4.8;0;;
Salón de peluquería canina Kikecan;Peluquero de mascotas;C. de Chile, 15;28016 Madrid;;657 85 04 66;http://kikecan.com/;4.8;0;;
Patitas Educadas | Guardería Canina | Madrid;Guardería canina;C. Lanuza, 16;28028 Madrid;;676 21 43 42;https://patitaseducadas.com/guarderia-canina-madrid/;4.8;0;;
La Bañera Verde - Peluquería Canina;Peluquero de mascotas;Carrer Pérez Medina, 30;Alicante;;654 94 98 10;http://peluqueriacaninaalicante.blogspot.com.es/;4.8;0;;
Clínica veterinaria Santo Domingo;Veterinario;Carrer del Regidor Lorenzo Llaneras, 9;Alicante;;965 12 62 97;https://www.facebook.com/cvsantodomingoalicante/;4.8;0;;
Vite Vite...Dog Peluquería;Peluquero de mascotas;C/ del Dr. Manuel Candela, 75;Valencia;;963 69 76 90;http://www.vitevitedog.com/;4.8;0;;
La Perruquería;Peluquero de mascotas;C. de José Garrote Tebar, 6;47014 Valladolid;;656 54 79 84;;4.8;0;;
Clínica Veterinaria Ensanche;Veterinario;Ercilla Kalea, 3;Bizkaia;;944 24 68 26;https://www.unavets.com/ensanche/es/;4.8;0;;
Centro Canino Valentia;Adiestrador canino;Partida del Pessebret Pol, 07, par 101;Valencia;;668 88 88 86;https://centrocaninovalentia.com/adiestramiento-canino-valencia/;4.8;0;;
Hotel Boutique La Llave de la Judería;Hotel;C. Romero, 38;14003 Córdoba;;957 29 48 08;https://lallavedelajuderia.es/;4.8;0;;
Peluquero Pepe Sevilla;Peluquería;C. Poeta Manuel Benítez Carrasco, 32;41013 Sevilla;;954 23 05 00;;4.8;0;;
Guau... Pos! Peluquería Canina;Peluquero de mascotas;Camí de Montcada, 35La;Valencia;;609 20 71 99;;4.8;0;;
Amarok Educación Canina;Adiestrador canino;Bilbao-Plentzia Errepidea, 31;Bizkaia;;622 33 22 90;http://www.amarokeducacioncanina.com/;4.8;0;;
Clínica Veterinaria Bulevar;Veterinario;Calle del Dr. Bergez, 78;03012 Alicante;;966 59 24 97;;4.8;0;;
Mascotas Veterinaria Suc. Rincón de las Palmas;Hospital veterinario;Av. Rincón de Las Palmas 138;México;;+52 81 3414 0415;;4.8;0;;
Dama y Golfo Peluqueria Canina Murcia;Peluquero de mascotas;C. San Nicolás, 17;30005 Murcia;;693 80 01 93;;4.8;0;;
RESIDENCIA CANINA CANINIWEN;Servicio de embarque de mascotas;17469 Fortià;Girona;;646 85 31 56;;4.8;0;;
Peluquería Canina Aurelio´s;Peluquero de mascotas;Carrer d'Emili Baró, 82;Valencia;;652 94 31 84;;4.8;0;;
Bubbledog barbería canina;Peluquero de mascotas;C. de Miguel Labordeta, local 3;50017 Zaragoza;;876 71 18 75;http://www.bubbledog.es/;4.8;0;;
Rancho Feed & Pet;Tienda de productos para mascotas;8625 Base Line Rd;Estados Unidos;;+1 909-980-4408;http://www.ranchofeedandpet.com/;4.8;0;;
Jackie peluquería canina;Peluquero de mascotas;C. Pintor Saura Pacheco, 3;30011 Murcia;;643 71 10 38;https://www.instagram.com/jackiepeluqueriacanina?igsh=bGhqbm0wb2kzeWU=;4.8;0;;
Paradise;Peluquero de mascotas;C. de Alozaina, 2;29006 Málaga;;622 93 43 11;;4.8;0;;
Smart Dog Academy;Adiestrador canino;Partida Marco, 10;Alicante;;602 51 71 93;;4.8;0;;
Parque rio la silla;Reserva de fauna salvaje;Villa Las Fuentes;México;;;;4.8;0;;
Adiestramiento canino Bilbao;Adiestrador canino;Rodríguez Arias K., 7, 2;Biscay;;664 49 55 44;;4.8;0;;
TRUFAS NEGRAS - Centro de bienestar animal;Tienda de productos para mascotas;Calle Juan Ajuriaguerra Kalea, 35;Bizkaia;;613 01 72 73;http://www.trufasnegrasbilbao.com/;4.8;0;;
Clinica Veterinaria Basarrate;Veterinario;Losada Pintor Kalea, 25;Bizkaia;;944 73 48 68;http://abeletxeveterinarios.eu/quienes.php;4.8;0;;
Maskotas Hotel Canino;Cuidador de mascotas;Av. las Quemadas;14014 Córdoba;;603 46 61 62;https://hotelcanino.es/;4.8;0;;
Scenthound Oviedo;Peluquero de mascotas;1121 Alafaya Trail;Estados Unidos;;+1 863-204-1248;https://www.scenthound.com/oviedo;4.8;0;;
Clínica Veterinaria Wau;Veterinario;C. Mayor, 44;Murcia;;968 64 09 13;http://www.cvwau.com/;4.8;0;;
Club de adiestramiento canino La Finca;Guardería canina;Urbanización La Alcaina;Murcia;;679 95 43 73;https://m.facebook.com/lafincaalcayna/;4.8;0;;
Peluquería Canina en Madrid Barbercan;Peluquero de mascotas;Av. de Pablo Neruda, 75, A;28018 Madrid;;693 54 55 79;https://www.barbercanpeluqueriacanina.com/;4.8;0;;
Superpet - Tienda de productos para mascotas y peluquería canina;Tienda de animales;Carr. de Rueda, 2;47008 Valladolid;;983 27 30 33;https://www.superpet.club/;4.8;0;;
Residencia y Escuela Canina Ferrican;Guardería canina;N-332, km242;Valencia;;649 80 88 50;https://www.facebook.com/residenciacaninaferrican/;4.8;0;;
VillaCan Peluquería Canina;Peluquero de mascotas;C. de Alberto Duce, 2;50018 Zaragoza;;976 74 39 40;https://villacanpeluqueriacanina.com/;4.8;0;;
PURO INSTINTO ADIESTRAMIENTO CANINO;Adiestrador canino;;;;685 74 19 02;;4.8;0;;
DOG LOVERS PELUQUERÍA CANINA;Peluquero de mascotas;Av. de Menéndez Pelayo, 43;28009 Madrid;;640 82 43 54;https://dog-lovers.es/;4.8;0;;
Residencia Canina La Dama y El Vagabundo;Guardería canina;Carretera Nacional MU-531, kilómetro 3,4;Murcia;;;http://www.residenciacaninaladamayelvagabundo.com/;4.8;0;;
Gentlecan;Peluquero de mascotas;C. de Menorca, 1;28009 Madrid;;910 74 15 27;http://gentlecan.es/;4.8;0;;
Medivet Clínica Veterinaria San Carlos;Veterinario;Pl. Dr. Gómez Ulla, 7, Local.2;03013 Alicante;;965 14 05 18;https://www.medivetgroup.com/es-es/;4.8;0;;
Líbere Valencia Ruzafa;Hotel;C/ de Buenos Aires, 18;Valencia;;960 13 66 86;https://www.staylibere.com/share/LVRZ-gmb-asset-page?utm_source=gmb_listing&utm_medium=organic;4.8;0;;
Maison du Can;Peluquero de mascotas;C. de Menorca, 7;28009 Madrid;;614 15 79 40;https://instagram.com/maisonducan;4.8;0;;
ADIESTRACAN | Adiestrador de perros en Madrid;Adiestrador canino;Av. de Pablo Iglesias, 37;28039 Madrid;;647 69 50 79;https://www.adiestracan.com/?utm_source=gmb&utm_medium=organic&utm_campaign=google-my-business;4.8;0;;
Adiestramiento Educan Barcelona;Adiestrador canino;;;;602 41 45 72;http://www.adiestramientoeducan.com/barcelona;4.8;0;;
Exerdog by Geo Rojas;Entrenador de mascotas;Buenos Aires 6518;México;;+52 222 455 3489;;4.8;0;;
La Comuna Canina;Guardería canina;AAVV FAMILIAR;Sevilla;;644 57 46 62;;4.8;0;;
Refugio Encantado;Adiestrador canino;;;;653 07 17 35;https://www.refugioencantado.com/;4.8;0;;
Be Mate Paseo de Gracia;Edificio de apartamentos;Pg. de Gràcia, 115;08008 Barcelona;;935 22 28 40;https://www.bemate.com/be-mate-paseo-de-gracia/;4.8;0;;
Centro Canino Dacosta y Ruphete;Guardería canina;Carretera Palmar - Mazarrón, km 21;Murcia;;609 63 81 30;;4.8;0;;
Animal Hotel;Guardería canina;Diseminado el Charcon 30;Murcia;;639 72 21 97;http://www.animalhotel.es/;4.8;0;;
Peluquería Canina Marc Oliva🐩;Peluquero de mascotas;Carrer dels Madrazo, 91;08006 Barcelona;;931 71 34 44;;4.8;0;;
K9-Retif;Adiestrador canino;C. 79 Pte. 1513;México;;+52 221 278 6043;https://k9retif.com/;4.8;0;;
KRISTYLCAN- Peluquería y Cursos de Peluquería Canina;Peluquero de mascotas;C/ de Pius XI, 9;Valencia;;645 02 12 07;https://kristylcan.es/;4.8;0;;
CIM Formación Valencia;Adiestrador canino;C/ de l'Arquebisbe Mayoral, 11;Valencia;;963 94 09 46;https://www.cimformacion.com/centros/valencia/6?utm_source=google&utm_medium=organic&utm_campaign=GMB;4.8;0;;
LAELAPS peluquería canina y spa;Peluquero de mascotas;Avinguda dels Quinze, 11;08031 Barcelona;;604 90 52 58;http://laelaps.info/;4.8;0;;
RomAcan;Adiestrador canino;;;;621 32 41 79;https://romacan-educanina.com/;4.8;0;;
Residencia canina Valencia CENCAVAL.;Guardería canina;Ctra. Pla de Quart;Valencia;;637 83 00 28;http://www.residenciacaninacencaval.com/;4.8;0;;
Peluquería Canina Cinco Lobitos;Peluquero de mascotas;Carrer de Pablo Iglesias, 106;Illes Balears;;609 64 97 70;;4.8;0;;
The Place Hotel Canino Guardería Canina;Guardería canina;C. de Ríos Rosas, 34;28003 Madrid;;666 88 87 75;https://theplacepetspa.es/;4.8;0;;
Peluqueria Canina Cora;Peluquero de mascotas;Calle Ardal, 3, Loc 1;30120 Murcia;;661 57 82 82;https://peluqueriacaninacora.com/;4.8;0;;
Mr & Mrs Dog - Peluquería Canina y Alimentación Natural;Peluquero de mascotas;C. San Pedro de Mestallón, 11;Asturias;;623 35 99 47;http://www.mrandmsdog.com/;4.8;0;;
The CBD Side Girona;Comercio;Carrer de Sta. Clara, 5;17001 Girona;;872 26 21 18;http://www.thecbdside.com/;4.8;0;;
Peluquería canina KIKU;Peluquero de mascotas;Calle del Gral. Pardiñas, 61;28006 Madrid;;722 70 96 23;;4.8;0;;
Animal Medical Clinic of Orlando;Veterinario;1404 S Bumby Ave;Estados Unidos;;+1 407-898-6261;https://amcoforlando.com/?utm_source=gmb&utm_medium=organic;4.8;0;;
Mascota Málaga 2000;Tienda de alimentos para animales;Alameda de Capuchinos, 81;29013 Málaga;;625 28 17 32;;4.8;0;;
Cuidados Veterinarios Costa del Sol |Málaga;Veterinario;C. Martínez de la Rosa, 114;29010 Málaga;;951 25 43 75;https://www.hospitalveterinariocostadelsol.es/?utm_source=My+Business&utm_medium=My+Business&utm_campaign=My+Business;4.8;0;;
Centro Veterinario Masip;Veterinario;Calle Miguel Ángel Blanco, 28;Asturias;;985 02 00 92;http://www.centroveterinariomasip.com/;4.8;0;;
Towne Center Animal Hospital;Hospital veterinario;129 Bellagio Cir;Estados Unidos;;+1 407-915-5730;http://www.townecenteranimalhospital.com/;4.8;0;;
Centro Veterinario Campoamor;Veterinario;C. del Alcalde Alfonso de Rojas, 4;03004 Alicante;;966 59 16 33;https://www.cvcampoamor.com/;4.8;0;;
WESTIE BLVRD Barcelona Peluquería canina;Peluquero de mascotas;Carrer de Viladomat, 185;08015 Barcelona;;688 72 57 01;http://wa.link/v6b49s;4.8;0;;
Centro Veterinario Los Ángeles - 7Vidas;Veterinario;Carrer Alvarado, 2;Alicante;;966 27 04 97;https://veterinaria7vidas.com/;4.8;0;;
La huella pura;Peluquería;C. la Defensa, 2, Loc 2a;29011 Málaga;;653 64 26 00;;4.8;0;;
Residencia Canina Cordoba Cansport;Guardería canina;Carretera del aeropuerto km 5,400 (a partir del cruce del aeropuerto).&nbsp Pasando fosas sépticas JAIME, el camino a la derecha que hace esquina con comercial los Velez., Para tu GPS:Latitud 37 ° 51'02" Norte - Longitud 4 °54'08" Oeste;14710 Córdoba;;670 84 35 51;http://www.cansport.es/;4.8;0;;
ASCE REFUGIO privado;Servicio de adopción de mascotas;46290 Alcàsser;Valencia;;;https://es-es.facebook.com/groups/384202151656335/;4.8;0;;
Hotel 5 estrellas de mascotas Alicante Can-cun;Guardería canina;Carretera;Alicante;;722 68 26 98;http://www.can-cun.es/;4.8;0;;
Peluquería Canina Nets;Peluquero de mascotas;Carrer del Pare Viñas, 61;Valencia;;963 27 76 76;;4.8;0;;
Líbere Alicante Rambla;Hotel;C/ Girona, 2;Alicante;;965 02 63 45;https://www.staylibere.com/share/LARA-gmb-asset-page?utm_source=gmb_listing&utm_medium=organic;4.8;0;;
